,Date,Speed,Direction,Gust
0,03/09/21,13.07512,360,13.50108
1,04/09/21,12.556560000000001,1,13.6122
2,05/09/21,13.7048,353,17.48288
3,06/09/21,12.389880000000002,357,13.89
4,07/09/21,12.334320000000002,359,16.945800000000002
5,08/09/21,15.371600000000003,16,17.61252
6,09/09/21,17.53844,4,18.68668
7,10/09/21,16.63096,0,19.705280000000002
