,Date,Speed,Direction,Gust
0,03/09/21,9.13036,316,9.59336
1,04/09/21,12.334320000000002,331,13.01956
2,05/09/21,11.05644,302,9.926720000000001
3,06/09/21,9.51928,257,8.148800000000001
4,07/09/21,10.05636,316,10.20452
5,08/09/21,10.0934,329,11.167560000000002
6,09/09/21,11.05644,327,13.5196
7,10/09/21,12.315800000000001,313,12.88992
