,Date,Speed,Direction,Gust
0,03/09/21,10.35268,287,11.649080000000001
1,04/09/21,12.1306,314,12.556560000000001
2,05/09/21,12.000960000000001,293,11.815760000000001
3,06/09/21,9.94524,285,10.074880000000002
4,07/09/21,9.908199999999999,292,11.00088
5,08/09/21,10.63048,290,11.72316
6,09/09/21,14.760440000000001,309,17.260640000000002
7,10/09/21,14.797480000000002,296,14.85304
