,Date,Speed,Direction,Gust
0,03/09/21,8.77848,326,8.90812
1,04/09/21,12.501000000000001,333,12.85288
2,05/09/21,10.81568,306,9.5378
3,06/09/21,9.297039999999999,260,8.0562
4,07/09/21,9.8156,318,9.797080000000001
5,08/09/21,9.908199999999999,332,10.649000000000001
6,09/09/21,10.88976,330,12.630640000000001
7,10/09/21,12.16764,315,12.37136
